Keyword,Match_type,Campaign,Ad_group,Year,Quality_score,Month,Cost,Impressions,Clicks,CTR,Conversions,All_conv_value,Value_per_conv,Search_impr_share
hotel_brand property_2 hotel & spa,Exact match,Sales_PT,Marca Sta Marta PT,2022,,2022-05-01,0.14,13,3,23.08,0.0,0.0,0.0,56.52
hotel_brand property_2 hotel & spa,Exact match,Sales_PT,Marca Sta Marta PT,2022,,2022-06-01,1.9,28,9,32.14,0.0,1.0,0.0,51.85
hotel_brand property_2 hotel & spa,Exact match,Sales_PT,Marca Sta Marta PT,2022,,2022-07-01,0.72,34,9,26.47,0.0,3.0,0.0,54.1
hotel_brand property_2 hotel & spa,Exact match,Sales_PT,Marca Sta Marta PT,2022,,2022-08-01,0.19,18,2,11.11,0.0,0.0,0.0,39.13
hotel_brand property_2 hotel & spa,Exact match,Sales_PT,Marca Sta Marta PT,2022,,2022-09-01,0.57,28,9,32.14,0.0,0.0,0.0,50.91
hotel_brand property_2 hotel & spa,Exact match,Sales_PT,Marca Sta Marta PT,2022,,2022-10-01,1.32,37,14,37.84,0.0,1.0,0.0,46.84
hotel_brand property_2 hotel & spa,Exact match,Sales_PT,Marca Sta Marta PT,2022,,2022-11-01,0.3,16,2,12.5,0.0,0.0,0.0,44.44
hotel_brand property_2 hotel & spa,Exact match,Sales_PT,Marca Sta Marta PT,2022,,2022-12-01,3.96,35,19,54.29,1.0,11.0,10.0,54.69
hotel_brand property_2 Hotel,Exact match,Sales_PT,Marca Sta Marta PT,2022,,2022-01-01,33.8,843,293,34.76,9.0,34.0,1.56,82.76
hotel_brand property_2 Hotel,Exact match,Sales_PT,Marca Sta Marta PT,2022,,2022-02-01,48.44,981,326,33.23,12.0,113.0,0.92,79.98
hotel_brand property_2 Hotel,Exact match,Sales_PT,Marca Sta Marta PT,2022,,2022-03-01,31.35,863,244,28.27,16.0,50.0,1.44,69.4
hotel_brand property_2 Hotel,Exact match,Sales_PT,Marca Sta Marta PT,2022,,2022-04-01,15.17,310,80,25.81,13.0,29.0,0.69,67.25
hotel_brand property_2 Hotel,Exact match,Sales_PT,Marca Sta Marta PT,2022,,2022-05-01,22.26,281,69,24.56,2.0,4.0,1.0,68.13
hotel_brand property_2 Hotel,Exact match,Sales_PT,Marca Sta Marta PT,2022,,2022-06-01,24.37,531,120,22.6,6.0,76.0,1.0,62.31
hotel_brand property_2 Hotel,Exact match,Sales_PT,Marca Sta Marta PT,2022,,2022-07-01,9.95,389,95,24.42,1.0,8.0,1.0,54.58
hotel_brand property_2 Hotel,Exact match,Sales_PT,Marca Sta Marta PT,2022,,2022-08-01,19.18,362,95,26.24,5.0,24.0,2.8,52.89
hotel_brand property_2 Hotel,Exact match,Sales_PT,Marca Sta Marta PT,2022,,2022-09-01,24.3,453,113,24.94,17.0,31.0,0.94,53.23
hotel_brand property_2 Hotel,Exact match,Sales_PT,Marca Sta Marta PT,2022,,2022-10-01,36.01,503,162,32.21,7.0,23.0,1.0,60.24
hotel_brand property_2 Hotel,Exact match,Sales_PT,Marca Sta Marta PT,2022,,2022-11-01,23.61,438,149,34.02,11.35,23.35,0.91,58.11
hotel_brand property_2 Hotel,Exact match,Sales_PT,Marca Sta Marta PT,2022,,2022-12-01,33.16,526,189,35.93,9.64,31.64,0.79,67.7
hotel_brand property_2 Lisboa,Exact match,Sales_PT,Marca Sta Marta PT,2022,,2022-01-01,0.5,46,11,23.91,0.0,0.0,0.0,83.64
hotel_brand property_2 Lisboa,Exact match,Sales_PT,Marca Sta Marta PT,2022,,2022-02-01,0.0,5,0,0.0,0.0,0.0,0.0,55.56
hotel_brand property_2 Lisboa,Exact match,Sales_PT,Marca Sta Marta PT,2022,,2022-03-01,0.0,2,0,0.0,0.0,0.0,0.0,100.0
hotel_brand property_2 Lisboa,Exact match,Sales_PT,Marca Sta Marta PT,2022,,2022-04-01,0.11,5,1,20.0,0.0,0.0,0.0,71.43
hotel_brand property_2 Lisboa,Exact match,Sales_PT,Marca Sta Marta PT,2022,,2022-06-01,0.82,11,5,45.45,0.0,0.0,0.0,50.0
hotel_brand property_2 Lisboa,Exact match,Sales_PT,Marca Sta Marta PT,2022,,2022-07-01,3.04,15,5,33.33,1.0,3.0,1.0,57.69
hotel_brand property_2 Lisboa,Exact match,Sales_PT,Marca Sta Marta PT,2022,,2022-08-01,0.0,2,0,0.0,0.0,0.0,0.0,25.0
hotel_brand property_2 Lisboa,Exact match,Sales_PT,Marca Sta Marta PT,2022,,2022-09-01,0.21,12,2,16.67,0.0,1.0,0.0,50.0
hotel_brand property_2 Lisboa,Exact match,Sales_PT,Marca Sta Marta PT,2022,,2022-10-01,0.41,9,2,22.22,0.0,0.0,0.0,52.94
hotel_brand property_2 Lisboa,Exact match,Sales_PT,Marca Sta Marta PT,2022,,2022-11-01,0.48,14,3,21.43,0.0,0.0,0.0,53.85
hotel_brand property_2 Lisboa,Exact match,Sales_PT,Marca Sta Marta PT,2022,,2022-12-01,0.05,11,1,9.09,0.0,0.0,0.0,39.29
hotel_brand property_2,Exact match,Sales_PT,Marca Sta Marta PT,2022,,2022-01-01,7.72,95,36,37.89,3.0,6.0,0.67,78.33
hotel_brand property_2,Exact match,Sales_PT,Marca Sta Marta PT,2022,,2022-02-01,2.37,78,28,35.9,0.0,0.0,0.0,78.0
hotel_brand property_2,Exact match,Sales_PT,Marca Sta Marta PT,2022,,2022-03-01,3.93,97,19,19.59,0.0,2.0,0.0,72.39
hotel_brand property_2,Exact match,Sales_PT,Marca Sta Marta PT,2022,,2022-04-01,0.96,32,10,31.25,0.0,0.0,0.0,64.58
hotel_brand property_2,Exact match,Sales_PT,Marca Sta Marta PT,2022,,2022-05-01,1.73,33,8,24.24,0.0,3.0,0.0,71.74
hotel_brand property_2,Exact match,Sales_PT,Marca Sta Marta PT,2022,,2022-06-01,3.05,79,21,26.58,2.0,5.0,1.0,69.91
hotel_brand property_2,Exact match,Sales_PT,Marca Sta Marta PT,2022,,2022-07-01,3.43,50,12,24.0,1.0,1.0,1.0,51.02
hotel_brand property_2,Exact match,Sales_PT,Marca Sta Marta PT,2022,,2022-08-01,2.09,33,5,15.15,0.0,3.0,0.0,43.42
hotel_brand property_2,Exact match,Sales_PT,Marca Sta Marta PT,2022,,2022-09-01,2.33,50,12,24.0,0.0,0.0,0.0,50.51
hotel_brand property_2,Exact match,Sales_PT,Marca Sta Marta PT,2022,,2022-10-01,1.94,64,13,20.31,0.0,1.0,0.0,54.7
hotel_brand property_2,Exact match,Sales_PT,Marca Sta Marta PT,2022,,2022-11-01,3.71,62,21,33.87,1.0,2.0,1.0,54.39
hotel_brand property_2,Exact match,Sales_PT,Marca Sta Marta PT,2022,,2022-12-01,3.87,101,33,32.67,0.0,5.0,0.0,59.06
hoteles con encanto en lisboa,Exact match,Brand_Awareness_ESP,Hotel con encanto,2022,,2022-01-01,16.94,38,20,52.63,0.0,0.0,0.0,54.41
hoteles con encanto en lisboa,Exact match,Brand_Awareness_ESP,Hotel con encanto,2022,,2022-02-01,28.41,100,30,30.0,1.0,0.0,0.0,70.92
hoteles con encanto en lisboa,Exact match,Brand_Awareness_ESP,Hotel con encanto,2022,,2022-03-01,52.01,124,42,33.87,1.0,0.0,0.0,66.67
hoteles con encanto en lisboa,Exact match,Brand_Awareness_ESP,Hotel con encanto,2022,,2022-04-01,12.72,68,17,25.0,0.0,0.0,0.0,57.63
hoteles con encanto en lisboa,Exact match,Brand_Awareness_ESP,Hotel con encanto,2022,,2022-05-01,6.63,41,9,21.95,0.0,0.0,0.0,73.21
hoteles con encanto en lisboa,Exact match,Brand_Awareness_ESP,Hotel con encanto,2022,,2022-06-01,11.68,71,14,19.72,0.0,0.0,0.0,55.47
hoteles con encanto en lisboa,Exact match,Brand_Awareness_ESP,Hotel con encanto,2022,,2022-07-01,15.49,97,23,23.71,1.0,0.0,0.0,61.01
hoteles con encanto en lisboa,Exact match,Brand_Awareness_ESP,Hotel con encanto,2022,,2022-08-01,19.37,102,25,24.51,0.0,0.0,0.0,47.66
hoteles con encanto en lisboa,Exact match,Brand_Awareness_ESP,Hotel con encanto,2022,,2022-09-01,32.02,108,30,27.78,0.0,0.0,0.0,52.2
hoteles con encanto en lisboa,Exact match,Brand_Awareness_ESP,Hotel con encanto,2022,,2022-10-01,21.29,116,25,21.55,0.0,0.0,0.0,64.61
hoteles con encanto en lisboa,Exact match,Brand_Awareness_ESP,Hotel con encanto,2022,,2022-11-01,27.1,106,29,27.36,0.0,4.0,0.0,61.63
hoteles con encanto en lisboa,Exact match,Brand_Awareness_ESP,Hotel con encanto,2022,,2022-12-01,22.3,78,23,29.49,0.0,0.0,0.0,74.29
hoteles con encanto lisboa,Exact match,Brand_Awareness_ESP,Hotel con encanto,2022,,2022-01-01,15.28,26,14,53.85,0.0,0.0,0.0,41.27
hoteles con encanto lisboa,Exact match,Brand_Awareness_ESP,Hotel con encanto,2022,,2022-02-01,37.15,101,29,28.71,0.0,0.0,0.0,66.89
hoteles con encanto lisboa,Exact match,Brand_Awareness_ESP,Hotel con encanto,2022,,2022-03-01,22.85,77,23,29.87,0.0,0.0,0.0,79.38
hoteles con encanto lisboa,Exact match,Brand_Awareness_ESP,Hotel con encanto,2022,,2022-04-01,9.14,54,11,20.37,0.0,0.0,0.0,68.35
hoteles con encanto lisboa,Exact match,Brand_Awareness_ESP,Hotel con encanto,2022,,2022-05-01,8.18,38,9,23.68,0.0,0.0,0.0,74.51
hoteles con encanto lisboa,Exact match,Brand_Awareness_ESP,Hotel con encanto,2022,,2022-06-01,15.26,67,22,32.84,0.0,0.0,0.0,59.82
hoteles con encanto lisboa,Exact match,Brand_Awareness_ESP,Hotel con encanto,2022,,2022-07-01,6.47,60,8,13.33,0.0,0.0,0.0,57.69
hoteles con encanto lisboa,Exact match,Brand_Awareness_ESP,Hotel con encanto,2022,,2022-08-01,8.92,66,12,18.18,0.0,0.0,0.0,55.56
hoteles con encanto lisboa,Exact match,Brand_Awareness_ESP,Hotel con encanto,2022,,2022-09-01,21.0,79,20,25.32,0.0,0.0,0.0,56.43
hoteles con encanto lisboa,Exact match,Brand_Awareness_ESP,Hotel con encanto,2022,,2022-10-01,11.96,71,18,25.35,0.0,0.0,0.0,61.74
hoteles con encanto lisboa,Exact match,Brand_Awareness_ESP,Hotel con encanto,2022,,2022-11-01,13.06,75,14,18.67,0.0,0.0,0.0,66.37
hoteles con encanto lisboa,Exact match,Brand_Awareness_ESP,Hotel con encanto,2022,,2022-12-01,15.09,50,16,32.0,0.0,0.0,0.0,81.97
hotel con encanto lisboa,Exact match,Brand_Awareness_ESP,Hotel con encanto,2022,,2022-01-01,4.73,9,4,44.44,0.0,0.0,0.0,42.86
hotel con encanto lisboa,Exact match,Brand_Awareness_ESP,Hotel con encanto,2022,,2022-02-01,13.76,48,15,31.25,0.0,0.0,0.0,66.67
hotel con encanto lisboa,Exact match,Brand_Awareness_ESP,Hotel con encanto,2022,,2022-03-01,16.5,46,12,26.09,0.0,3.0,0.0,75.41
hotel con encanto lisboa,Exact match,Brand_Awareness_ESP,Hotel con encanto,2022,,2022-04-01,4.19,24,5,20.83,0.0,0.0,0.0,58.54
hotel con encanto lisboa,Exact match,Brand_Awareness_ESP,Hotel con encanto,2022,,2022-05-01,9.16,23,6,26.09,0.0,0.0,0.0,76.67
hotel con encanto lisboa,Exact match,Brand_Awareness_ESP,Hotel con encanto,2022,,2022-06-01,6.54,51,13,25.49,0.0,0.0,0.0,70.83
hotel con encanto lisboa,Exact match,Brand_Awareness_ESP,Hotel con encanto,2022,,2022-07-01,10.9,33,9,27.27,0.0,0.0,0.0,37.5
hotel con encanto lisboa,Exact match,Brand_Awareness_ESP,Hotel con encanto,2022,,2022-08-01,11.18,45,12,26.67,0.0,0.0,0.0,47.83
hotel con encanto lisboa,Exact match,Brand_Awareness_ESP,Hotel con encanto,2022,,2022-09-01,7.77,44,8,18.18,0.0,0.0,0.0,53.66
hotel con encanto lisboa,Exact match,Brand_Awareness_ESP,Hotel con encanto,2022,,2022-10-01,24.7,74,17,22.97,0.0,0.0,0.0,58.27
hotel con encanto lisboa,Exact match,Brand_Awareness_ESP,Hotel con encanto,2022,,2022-11-01,12.95,82,16,19.51,0.0,0.0,0.0,55.86
hotel con encanto lisboa,Exact match,Brand_Awareness_ESP,Hotel con encanto,2022,,2022-12-01,11.79,53,10,18.87,0.0,0.0,0.0,68.42
lisboa hoteles con encanto,Exact match,Brand_Awareness_ESP,Hotel con encanto,2022,,2022-01-01,5.69,20,8,40.0,0.0,0.0,0.0,57.14
lisboa hoteles con encanto,Exact match,Brand_Awareness_ESP,Hotel con encanto,2022,,2022-02-01,23.72,75,28,37.33,0.0,0.0,0.0,68.81
lisboa hoteles con encanto,Exact match,Brand_Awareness_ESP,Hotel con encanto,2022,,2022-03-01,22.21,82,32,39.02,0.0,0.0,0.0,78.1
lisboa hoteles con encanto,Exact match,Brand_Awareness_ESP,Hotel con encanto,2022,,2022-04-01,6.47,53,11,20.75,0.0,0.0,0.0,64.63
lisboa hoteles con encanto,Exact match,Brand_Awareness_ESP,Hotel con encanto,2022,,2022-05-01,12.53,37,14,37.84,0.0,0.0,0.0,78.72
lisboa hoteles con encanto,Exact match,Brand_Awareness_ESP,Hotel con encanto,2022,,2022-06-01,23.4,98,38,38.78,0.0,0.0,0.0,65.33
lisboa hoteles con encanto,Exact match,Brand_Awareness_ESP,Hotel con encanto,2022,,2022-07-01,15.09,78,17,21.79,0.0,0.0,0.0,58.65
lisboa hoteles con encanto,Exact match,Brand_Awareness_ESP,Hotel con encanto,2022,,2022-08-01,11.08,58,15,25.86,0.0,0.0,0.0,45.6
lisboa hoteles con encanto,Exact match,Brand_Awareness_ESP,Hotel con encanto,2022,,2022-09-01,8.04,45,9,20.0,0.0,0.0,0.0,54.88
lisboa hoteles con encanto,Exact match,Brand_Awareness_ESP,Hotel con encanto,2022,,2022-10-01,6.67,40,7,17.5,0.0,0.0,0.0,53.33
lisboa hoteles con encanto,Exact match,Brand_Awareness_ESP,Hotel con encanto,2022,,2022-11-01,9.96,44,13,29.55,0.0,0.0,0.0,53.66
lisboa hoteles con encanto,Exact match,Brand_Awareness_ESP,Hotel con encanto,2022,,2022-12-01,13.11,38,8,21.05,0.0,0.0,0.0,70.37
hoteles con encanto en lisboa centro,Exact match,Brand_Awareness_ESP,Hotel con encanto,2022,,2022-01-01,8.77,8,6,75.0,0.0,0.0,0.0,50.0
hoteles con encanto en lisboa centro,Exact match,Brand_Awareness_ESP,Hotel con encanto,2022,,2022-02-01,20.52,63,22,34.92,0.0,0.0,0.0,82.89
hoteles con encanto en lisboa centro,Exact match,Brand_Awareness_ESP,Hotel con encanto,2022,,2022-03-01,22.1,72,27,37.5,0.0,0.0,0.0,90.0
hoteles con encanto en lisboa centro,Exact match,Brand_Awareness_ESP,Hotel con encanto,2022,,2022-04-01,2.6,20,5,25.0,0.0,0.0,0.0,68.97
hoteles con encanto en lisboa centro,Exact match,Brand_Awareness_ESP,Hotel con encanto,2022,,2022-05-01,17.27,42,19,45.24,0.0,0.0,0.0,77.78
hoteles con encanto en lisboa centro,Exact match,Brand_Awareness_ESP,Hotel con encanto,2022,,2022-06-01,16.72,53,23,43.4,0.0,0.0,0.0,62.35
hoteles con encanto en lisboa centro,Exact match,Brand_Awareness_ESP,Hotel con encanto,2022,,2022-07-01,21.04,81,27,33.33,0.0,0.0,0.0,67.8
hoteles con encanto en lisboa centro,Exact match,Brand_Awareness_ESP,Hotel con encanto,2022,,2022-08-01,17.77,67,20,29.85,0.0,0.0,0.0,65.93
hoteles con encanto en lisboa centro,Exact match,Brand_Awareness_ESP,Hotel con encanto,2022,,2022-09-01,12.34,46,15,32.61,0.0,0.0,0.0,63.01
hoteles con encanto en lisboa centro,Exact match,Brand_Awareness_ESP,Hotel con encanto,2022,,2022-10-01,14.26,66,15,22.73,0.0,0.0,0.0,70.21
hoteles con encanto en lisboa centro,Exact match,Brand_Awareness_ESP,Hotel con encanto,2022,,2022-11-01,12.38,72,16,22.22,0.0,0.0,0.0,69.23
hoteles con encanto en lisboa centro,Exact match,Brand_Awareness_ESP,Hotel con encanto,2022,,2022-12-01,10.85,35,10,28.57,0.0,0.0,0.0,77.78
hotel con encanto en lisboa centro,Exact match,Brand_Awareness_ESP,Hotel con encanto,2022,,2022-04-01,1.94,4,2,50.0,1.0,0.0,0.0,66.67
hotel con encanto portugal,Exact match,Brand_Awareness_ESP,Hotel con encanto,2022,,2022-01-01,13.89,40,9,22.5,0.0,0.0,0.0,55.56
hotel con encanto portugal,Exact match,Brand_Awareness_ESP,Hotel con encanto,2022,,2022-02-01,10.93,138,22,15.94,0.0,0.0,0.0,63.26
hotel con encanto portugal,Exact match,Brand_Awareness_ESP,Hotel con encanto,2022,,2022-03-01,4.6,111,11,9.91,0.0,0.0,0.0,46.84
hotel con encanto portugal,Exact match,Brand_Awareness_ESP,Hotel con encanto,2022,,2022-04-01,3.15,84,8,9.52,0.0,0.0,0.0,36.21
hotel con encanto portugal,Exact match,Brand_Awareness_ESP,Hotel con encanto,2022,,2022-05-01,4.19,88,13,14.77,0.0,0.0,0.0,44.85
hotel con encanto portugal,Exact match,Brand_Awareness_ESP,Hotel con encanto,2022,,2022-06-01,9.27,182,21,11.54,0.0,0.0,0.0,27.85
hotel con encanto portugal,Exact match,Brand_Awareness_ESP,Hotel con encanto,2022,,2022-07-01,8.05,164,22,13.41,0.0,0.0,0.0,22.67
hotel con encanto portugal,Exact match,Brand_Awareness_ESP,Hotel con encanto,2022,,2022-08-01,8.78,123,19,15.45,0.0,0.0,0.0,20.91
hotel con encanto portugal,Exact match,Brand_Awareness_ESP,Hotel con encanto,2022,,2022-09-01,1.63,95,5,5.26,0.0,0.0,0.0,27.94
hotel con encanto portugal,Exact match,Brand_Awareness_ESP,Hotel con encanto,2022,,2022-10-01,4.12,73,8,10.96,0.0,0.0,0.0,29.55
hotel con encanto portugal,Exact match,Brand_Awareness_ESP,Hotel con encanto,2022,,2022-11-01,12.63,63,14,22.22,0.0,0.0,0.0,30.14
hotel con encanto portugal,Exact match,Brand_Awareness_ESP,Hotel con encanto,2022,,2022-12-01,4.66,67,9,13.43,0.0,0.0,0.0,39.64
hotel_brand property_2 hotel,Exact match,Sales_ESP,Marca_Antiga ESP,2022,,2022-01-01,2.08,19,7,36.84,0.0,0.0,0.0,73.08
hotel_brand property_2 hotel,Exact match,Sales_ESP,Marca_Antiga ESP,2022,,2022-02-01,11.58,17,10,58.82,0.0,2.0,0.0,89.47
hotel_brand property_2 hotel,Exact match,Sales_ESP,Marca_Antiga ESP,2022,,2022-03-01,4.17,36,10,27.78,0.0,8.0,0.0,83.33
hotel_brand property_2 hotel,Exact match,Sales_ESP,Marca_Antiga ESP,2022,,2022-04-01,2.12,20,8,40.0,0.0,0.0,0.0,90.91
hotel_brand property_2 hotel,Exact match,Sales_ESP,Marca_Antiga ESP,2022,,2022-05-01,1.85,23,7,30.43,0.0,6.0,0.0,85.19
hotel_brand property_2 hotel,Exact match,Sales_ESP,Marca_Antiga ESP,2022,,2022-06-01,4.26,22,10,45.45,0.0,0.0,0.0,95.65
hotel_brand property_2 hotel,Exact match,Sales_ESP,Marca_Antiga ESP,2022,,2022-07-01,1.5,26,6,23.08,0.0,0.0,0.0,83.87
hotel_brand property_2 hotel,Exact match,Sales_ESP,Marca_Antiga ESP,2022,,2022-08-01,4.19,18,7,38.89,0.0,0.0,0.0,65.38
hotel_brand property_2 hotel,Exact match,Sales_ESP,Marca_Antiga ESP,2022,,2022-09-01,3.62,27,10,37.04,0.0,1.0,0.0,93.1
hotel_brand property_2 hotel,Exact match,Sales_ESP,Marca_Antiga ESP,2022,,2022-10-01,2.97,18,6,33.33,0.0,3.0,0.0,90.0
hotel_brand property_2 hotel,Exact match,Sales_ESP,Marca_Antiga ESP,2022,,2022-11-01,3.0,17,6,35.29,0.0,0.0,0.0,89.47
hotel_brand property_2 hotel,Exact match,Sales_ESP,Marca_Antiga ESP,2022,,2022-12-01,1.58,13,4,30.77,0.0,0.0,0.0,92.86
hotel_brand property_2 lisboa,Exact match,Sales_ESP,Marca_Antiga ESP,2022,,2022-01-01,5.78,19,6,31.58,0.0,0.0,0.0,90.48
hotel_brand property_2 lisboa,Exact match,Sales_ESP,Marca_Antiga ESP,2022,,2022-02-01,5.03,52,14,26.92,0.0,1.0,0.0,78.46
hotel_brand property_2 lisboa,Exact match,Sales_ESP,Marca_Antiga ESP,2022,,2022-03-01,6.93,36,8,22.22,1.0,1.0,1.0,71.43
hotel_brand property_2 lisboa,Exact match,Sales_ESP,Marca_Antiga ESP,2022,,2022-04-01,1.12,22,3,13.64,0.0,0.0,0.0,73.33
hotel_brand property_2 lisboa,Exact match,Sales_ESP,Marca_Antiga ESP,2022,,2022-05-01,0.52,20,3,15.0,0.0,0.0,0.0,80.0
hotel_brand property_2 lisboa,Exact match,Sales_ESP,Marca_Antiga ESP,2022,,2022-06-01,14.95,46,15,32.61,1.0,2.0,1.0,73.02
hotel_brand property_2 lisboa,Exact match,Sales_ESP,Marca_Antiga ESP,2022,,2022-07-01,6.03,55,22,40.0,0.0,7.0,0.0,84.62
hotel_brand property_2 lisboa,Exact match,Sales_ESP,Marca_Antiga ESP,2022,,2022-08-01,5.0,70,19,27.14,0.0,3.0,0.0,79.76
hotel_brand property_2 lisboa,Exact match,Sales_ESP,Marca_Antiga ESP,2022,,2022-09-01,2.97,53,9,16.98,0.0,1.0,0.0,79.1
hotel_brand property_2 lisboa,Exact match,Sales_ESP,Marca_Antiga ESP,2022,,2022-10-01,6.98,44,13,29.55,1.0,0.0,0.0,88.0
hotel_brand property_2 lisboa,Exact match,Sales_ESP,Marca_Antiga ESP,2022,,2022-11-01,4.07,30,13,43.33,0.0,0.0,0.0,68.18
hotel_brand property_2 lisboa,Exact match,Sales_ESP,Marca_Antiga ESP,2022,,2022-12-01,2.18,22,3,13.64,0.0,0.0,0.0,70.97
hotel_brand property_2,Exact match,Sales_ESP,Marca_Antiga ESP,2022,,2022-01-01,0.97,8,3,37.5,0.0,0.0,0.0,88.89
hotel_brand property_2,Exact match,Sales_ESP,Marca_Antiga ESP,2022,,2022-02-01,0.97,4,2,50.0,0.0,0.0,0.0,66.67
hotel_brand property_2,Exact match,Sales_ESP,Marca_Antiga ESP,2022,,2022-03-01,0.2,12,1,8.33,0.0,0.0,0.0,54.55
hotel_brand property_2,Exact match,Sales_ESP,Marca_Antiga ESP,2022,,2022-04-01,0.0,8,0,0.0,0.0,0.0,0.0,66.67
hotel_brand property_2,Exact match,Sales_ESP,Marca_Antiga ESP,2022,,2022-05-01,0.0,4,0,0.0,0.0,0.0,0.0,80.0
hotel_brand property_2,Exact match,Sales_ESP,Marca_Antiga ESP,2022,,2022-06-01,0.43,10,3,30.0,0.0,0.0,0.0,71.43
hotel_brand property_2,Exact match,Sales_ESP,Marca_Antiga ESP,2022,,2022-07-01,0.26,16,1,6.25,0.0,0.0,0.0,61.54
hotel_brand property_2,Exact match,Sales_ESP,Marca_Antiga ESP,2022,,2022-08-01,0.41,12,3,25.0,0.0,0.0,0.0,55.0
hotel_brand property_2,Exact match,Sales_ESP,Marca_Antiga ESP,2022,,2022-09-01,2.36,17,4,23.53,0.0,0.0,0.0,85.0
hotel_brand property_2,Exact match,Sales_ESP,Marca_Antiga ESP,2022,,2022-10-01,0.8,10,1,10.0,0.0,1.0,0.0,76.92
hotel_brand property_2,Exact match,Sales_ESP,Marca_Antiga ESP,2022,,2022-11-01,1.5,8,3,37.5,0.0,0.0,0.0,57.14
hotel_brand property_2,Exact match,Sales_ESP,Marca_Antiga ESP,2022,,2022-12-01,1.88,12,2,16.67,0.0,1.0,0.0,92.31
hotel hotel_brand property_2 lisboa,Exact match,Sales_ESP,Marca_Antiga ESP,2022,,2022-01-01,1.59,18,8,44.44,0.0,0.0,0.0,90.0
hotel hotel_brand property_2 lisboa,Exact match,Sales_ESP,Marca_Antiga ESP,2022,,2022-02-01,2.21,10,4,40.0,1.0,2.0,0.0,100.0
hotel hotel_brand property_2 lisboa,Exact match,Sales_ESP,Marca_Antiga ESP,2022,,2022-03-01,1.23,13,3,23.08,0.0,0.0,0.0,92.86
hotel hotel_brand property_2 lisboa,Exact match,Sales_ESP,Marca_Antiga ESP,2022,,2022-04-01,0.77,8,3,37.5,0.0,0.0,0.0,80.0
hotel hotel_brand property_2 lisboa,Exact match,Sales_ESP,Marca_Antiga ESP,2022,,2022-05-01,13.54,11,2,18.18,0.0,1.0,0.0,84.62
hotel hotel_brand property_2 lisboa,Exact match,Sales_ESP,Marca_Antiga ESP,2022,,2022-06-01,2.27,16,7,43.75,0.0,0.0,0.0,88.89
hotel hotel_brand property_2 lisboa,Exact match,Sales_ESP,Marca_Antiga ESP,2022,,2022-07-01,2.99,34,14,41.18,1.0,0.0,0.0,91.89
hotel hotel_brand property_2 lisboa,Exact match,Sales_ESP,Marca_Antiga ESP,2022,,2022-08-01,1.11,33,5,15.15,0.0,0.0,0.0,94.29
hotel hotel_brand property_2 lisboa,Exact match,Sales_ESP,Marca_Antiga ESP,2022,,2022-09-01,10.12,55,36,65.45,0.0,8.0,0.0,84.62
hotel hotel_brand property_2 lisboa,Exact match,Sales_ESP,Marca_Antiga ESP,2022,,2022-10-01,3.3,47,13,27.66,0.0,42.0,0.0,83.93
hotel hotel_brand property_2 lisboa,Exact match,Sales_ESP,Marca_Antiga ESP,2022,,2022-11-01,1.39,9,5,55.56,0.0,1.0,0.0,100.0
hotel hotel_brand property_2 lisboa,Exact match,Sales_ESP,Marca_Antiga ESP,2022,,2022-12-01,0.0,2,0,0.0,0.0,0.0,0.0,50.0
property_2 hotel lisboa,Exact match,Sales_ESP,Marca_Antiga ESP,2022,,2022-01-01,0.44,1,2,200.0,0.0,0.0,0.0,100.0
property_2 hotel lisboa,Exact match,Sales_ESP,Marca_Antiga ESP,2022,,2022-03-01,0.36,2,2,100.0,0.0,0.0,0.0,66.67
property_2 hotel lisboa,Exact match,Sales_ESP,Marca_Antiga ESP,2022,,2022-04-01,0.79,6,3,50.0,0.0,0.0,0.0,85.71
property_2 hotel lisboa,Exact match,Sales_ESP,Marca_Antiga ESP,2022,,2022-07-01,0.0,1,0,0.0,0.0,0.0,0.0,50.0
property_2 hotel lisboa,Exact match,Sales_ESP,Marca_Antiga ESP,2022,,2022-08-01,0.12,2,1,50.0,0.0,0.0,0.0,50.0
property_2 hotel lisboa,Exact match,Sales_ESP,Marca_Antiga ESP,2022,,2022-12-01,0.0,2,0,0.0,0.0,0.0,0.0,40.0
hotel_brand property_2 hotel & spa,Exact match,Sales_ESP,Marca_Antiga ESP,2022,,2022-01-01,0.19,1,1,100.0,0.0,0.0,0.0,25.0
hotel_brand property_2 hotel & spa,Exact match,Sales_ESP,Marca_Antiga ESP,2022,,2022-02-01,0.27,4,1,25.0,0.0,0.0,0.0,100.0
hotel_brand property_2 hotel & spa,Exact match,Sales_ESP,Marca_Antiga ESP,2022,,2022-03-01,0.0,1,0,0.0,0.0,0.0,0.0,50.0
hotel_brand property_2 hotel & spa,Exact match,Sales_ESP,Marca_Antiga ESP,2022,,2022-04-01,0.0,1,0,0.0,0.0,0.0,0.0,100.0
hotel_brand property_2 hotel & spa,Exact match,Sales_ESP,Marca_Antiga ESP,2022,,2022-05-01,0.0,1,0,0.0,0.0,0.0,0.0,50.0
hotel_brand property_2 hotel & spa,Exact match,Sales_ESP,Marca_Antiga ESP,2022,,2022-06-01,0.0,2,0,0.0,0.0,0.0,0.0,50.0
hotel_brand property_2 hotel & spa,Exact match,Sales_ESP,Marca_Antiga ESP,2022,,2022-07-01,0.0,4,0,0.0,0.0,0.0,0.0,100.0
