Keyword,Match_type,Campaign,Ad_group,Year,Quality_score,Month,Cost,Impressions,Clicks,CTR,Conversions,All_conv_value,Value_per_conv,Search_impr_share
hotel_brand property_2 hotel,Exact match,Sales_UK_IE,Marca UK,2020,,2020-09-01,4.12,32,7,21.88,0.0,0.0,0.0,80.0
hotel_brand property_2 hotel,Exact match,Sales_UK_IE,Marca UK,2020,,2020-10-01,7.1,27,5,18.52,0.0,0.0,0.0,79.41
hotel_brand property_2 hotel,Exact match,Sales_UK_IE,Marca UK,2020,,2020-11-01,5.41,10,3,30.0,0.0,0.0,0.0,100.0
hotel_brand property_2 hotel lisbon,Exact match,Sales_UK_IE,Marca UK,2020,,2020-02-01,3.05,5,1,20.0,0.0,0.0,0.0,62.5
hotel_brand property_2 hotel lisbon,Exact match,Sales_UK_IE,Marca UK,2020,,2020-03-01,13.24,45,10,22.22,0.0,2.0,0.0,95.65
hotel_brand property_2 hotel lisbon,Exact match,Sales_UK_IE,Marca UK,2020,,2020-04-01,1.02,8,2,25.0,0.0,0.0,0.0,87.5
hotel_brand property_2 hotel lisbon,Exact match,Sales_UK_IE,Marca UK,2020,,2020-05-01,0.43,14,4,28.57,0.0,1.0,0.0,87.5
hotel_brand property_2 hotel lisbon,Exact match,Sales_UK_IE,Marca UK,2020,,2020-06-01,1.51,17,7,41.18,0.0,10.0,0.0,89.47
hotel_brand property_2 hotel lisbon,Exact match,Sales_UK_IE,Marca UK,2020,,2020-07-01,0.45,7,2,28.57,0.0,0.0,0.0,60.0
hotel_brand property_2 hotel lisbon,Exact match,Sales_UK_IE,Marca UK,2020,,2020-08-01,1.3,14,2,14.29,0.0,0.0,0.0,93.33
hotel_brand property_2 hotel lisbon,Exact match,Sales_UK_IE,Marca UK,2020,,2020-09-01,8.06,10,1,10.0,0.0,10.0,0.0,90.91
hotel_brand property_2 hotel lisbon,Exact match,Sales_UK_IE,Marca UK,2020,,2020-10-01,4.04,7,1,14.29,0.0,0.0,0.0,70.0
hotel_brand property_2 hotel lisbon,Exact match,Sales_UK_IE,Marca UK,2020,,2020-11-01,0.0,3,0,0.0,0.0,0.0,0.0,100.0
hotel hotel_brand property_2,Exact match,Sales_UK_IE,Marca UK,2020,,2020-01-01,0.0,0,0,0.0,0.0,0.0,0.0,
hotel_brand property_2 lisbon,Exact match,Sales_UK_IE,Marca UK,2020,,2020-01-01,3.81,23,4,17.39,0.0,0.0,0.0,84.0
hotel_brand property_2 lisbon,Exact match,Sales_UK_IE,Marca UK,2020,,2020-02-01,9.76,22,6,27.27,0.0,0.0,0.0,88.0
hotel_brand property_2 lisbon,Exact match,Sales_UK_IE,Marca UK,2020,,2020-03-01,0.0,2,0,0.0,0.0,0.0,0.0,100.0
hotel_brand property_2 lisbon,Exact match,Sales_UK_IE,Marca UK,2020,,2020-04-01,0.2,5,1,20.0,0.0,10.0,0.0,83.33
hotel_brand property_2 lisbon,Exact match,Sales_UK_IE,Marca UK,2020,,2020-05-01,0.3,5,2,40.0,0.0,0.0,0.0,83.33
hotel_brand property_2 lisbon,Exact match,Sales_UK_IE,Marca UK,2020,,2020-06-01,1.14,4,2,50.0,0.0,0.0,0.0,100.0
hotel_brand property_2 lisbon,Exact match,Sales_UK_IE,Marca UK,2020,,2020-07-01,1.23,5,1,20.0,0.0,0.0,0.0,80.0
hotel_brand property_2 lisbon,Exact match,Sales_UK_IE,Marca UK,2020,,2020-08-01,0.68,1,2,200.0,0.0,0.0,0.0,100.0
hotel_brand property_2 lisbon,Exact match,Sales_UK_IE,Marca UK,2020,,2020-09-01,0.89,3,1,33.33,0.0,0.0,0.0,100.0
hotel_brand property_2 lisbon,Exact match,Sales_UK_IE,Marca UK,2020,,2020-10-01,1.78,4,3,75.0,0.0,2.0,0.0,100.0
hotel_brand property_2 lisbon,Exact match,Sales_UK_IE,Marca UK,2020,,2020-11-01,0.0,1,0,0.0,0.0,0.0,0.0,100.0
hotel_brand property_2,Exact match,Sales_UK_IE,Marca UK,2020,,2020-01-01,6.51,23,4,17.39,1.0,10.0,10.0,88.46
hotel_brand property_2,Exact match,Sales_UK_IE,Marca UK,2020,,2020-02-01,1.5,8,1,12.5,0.0,1.0,0.0,100.0
hotel_brand property_2,Exact match,Sales_UK_IE,Marca UK,2020,,2020-03-01,1.53,11,1,9.09,0.0,0.0,0.0,73.33
hotel_brand property_2,Exact match,Sales_UK_IE,Marca UK,2020,,2020-04-01,0.6,6,1,16.67,0.0,0.0,0.0,85.71
hotel_brand property_2,Exact match,Sales_UK_IE,Marca UK,2020,,2020-05-01,0.0,6,0,0.0,0.0,0.0,0.0,85.71
hotel_brand property_2,Exact match,Sales_UK_IE,Marca UK,2020,,2020-06-01,0.55,3,1,33.33,0.0,0.0,0.0,100.0
hotel_brand property_2,Exact match,Sales_UK_IE,Marca UK,2020,,2020-07-01,4.8,7,2,28.57,0.0,0.0,0.0,87.5
hotel_brand property_2,Exact match,Sales_UK_IE,Marca UK,2020,,2020-08-01,4.21,12,5,41.67,0.0,0.0,0.0,100.0
hotel_brand property_2,Exact match,Sales_UK_IE,Marca UK,2020,,2020-09-01,0.0,1,0,0.0,0.0,0.0,0.0,100.0
hotel_brand property_2,Exact match,Sales_UK_IE,Marca UK,2020,,2020-10-01,0.0,5,0,0.0,0.0,0.0,0.0,100.0
hotel_brand property_2,Exact match,Sales_UK_IE,Marca UK,2020,,2020-11-01,0.0,0,0,0.0,0.0,0.0,0.0,5.0
hotel_brand property_2 hotel lisbon portugal,Exact match,Sales_UK_IE,Marca UK,2020,,2020-01-01,13.03,10,3,30.0,0.0,0.0,0.0,83.33
hotel_brand property_2 hotel lisbon portugal,Exact match,Sales_UK_IE,Marca UK,2020,,2020-02-01,9.57,6,1,16.67,0.0,0.0,0.0,100.0
hotel_brand property_2 hotel lisbon portugal,Exact match,Sales_UK_IE,Marca UK,2020,,2020-03-01,1.06,2,1,50.0,0.0,0.0,0.0,100.0
hotel_brand property_2 hotel lisbon portugal,Exact match,Sales_UK_IE,Marca UK,2020,,2020-04-01,0.0,1,0,0.0,0.0,0.0,0.0,100.0
hotel_brand property_2 hotel lisbon portugal,Exact match,Sales_UK_IE,Marca UK,2020,,2020-05-01,0.0,2,0,0.0,0.0,0.0,0.0,66.67
hotel_brand property_2 hotel lisbon portugal,Exact match,Sales_UK_IE,Marca UK,2020,,2020-06-01,0.52,4,2,50.0,0.0,0.0,0.0,80.0
hotel_brand property_2 hotel lisbon portugal,Exact match,Sales_UK_IE,Marca UK,2020,,2020-07-01,0.0,2,0,0.0,0.0,0.0,0.0,66.67
hotel_brand property_2 hotel lisbon portugal,Exact match,Sales_UK_IE,Marca UK,2020,,2020-08-01,1.19,9,4,44.44,0.0,0.0,0.0,90.0
hotel_brand property_2 hotel lisbon portugal,Exact match,Sales_UK_IE,Marca UK,2020,,2020-09-01,3.05,7,4,57.14,0.0,0.0,0.0,100.0
hotel_brand property_2 hotel lisbon portugal,Exact match,Sales_UK_IE,Marca UK,2020,,2020-10-01,0.0,1,0,0.0,0.0,0.0,0.0,100.0
hotel_brand property_2 Hotel & Spa,Exact match,Sales_UK_IE,Marca UK,2020,,2020-01-01,10.43,23,5,21.74,0.0,0.0,0.0,79.31
hotel_brand property_2 Hotel & Spa,Exact match,Sales_UK_IE,Marca UK,2020,,2020-02-01,8.44,15,3,20.0,1.0,10.0,10.0,75.0
hotel_brand property_2 Hotel & Spa,Exact match,Sales_UK_IE,Marca UK,2020,,2020-03-01,1.0,11,2,18.18,0.0,0.0,0.0,100.0
hotel_brand property_2 Hotel & Spa,Exact match,Sales_UK_IE,Marca UK,2020,,2020-04-01,0.22,2,1,50.0,0.0,0.0,0.0,100.0
hotel_brand property_2 Hotel & Spa,Exact match,Sales_UK_IE,Marca UK,2020,,2020-05-01,1.75,3,2,66.67,0.0,0.0,0.0,100.0
hotel_brand property_2 Hotel & Spa,Exact match,Sales_UK_IE,Marca UK,2020,,2020-06-01,1.34,5,2,40.0,0.0,0.0,0.0,71.43
hotel_brand property_2 Hotel & Spa,Exact match,Sales_UK_IE,Marca UK,2020,,2020-07-01,2.1,5,2,40.0,0.0,0.0,0.0,100.0
hotel_brand property_2 Hotel & Spa,Exact match,Sales_UK_IE,Marca UK,2020,,2020-08-01,2.21,5,1,20.0,0.0,0.0,0.0,100.0
hotel_brand property_2 Hotel & Spa,Exact match,Sales_UK_IE,Marca UK,2020,,2020-09-01,1.85,4,2,50.0,0.0,0.0,0.0,80.0
hotel_brand property_2 Hotel & Spa,Exact match,Sales_UK_IE,Marca UK,2020,,2020-10-01,0.0,7,0,0.0,0.0,0.0,0.0,87.5
hotel_brand property_2 Hotel & Spa,Exact match,Sales_UK_IE,Marca UK,2020,,2020-11-01,0.0,0,0,0.0,0.0,0.0,0.0,5.0
hotel_brand property_2 hotel & spa lisbon,Exact match,Sales_UK_IE,Marca UK,2020,,2020-01-01,0.0,4,0,0.0,0.0,0.0,0.0,100.0
hotel_brand property_2 hotel & spa lisbon,Exact match,Sales_UK_IE,Marca UK,2020,,2020-02-01,1.76,3,1,33.33,0.0,0.0,0.0,37.5
hotel_brand property_2 hotel & spa lisbon,Exact match,Sales_UK_IE,Marca UK,2020,,2020-03-01,0.0,1,0,0.0,0.0,0.0,0.0,100.0
hotel_brand property_2 hotel & spa lisbon,Exact match,Sales_UK_IE,Marca UK,2020,,2020-04-01,0.0,0,0,0.0,0.0,0.0,0.0,
hotel_brand property_2 hotel & spa lisbon,Exact match,Sales_UK_IE,Marca UK,2020,,2020-05-01,0.0,0,0,0.0,0.0,0.0,0.0,
hotel_brand property_2 hotel & spa lisbon,Exact match,Sales_UK_IE,Marca UK,2020,,2020-06-01,0.0,0,0,0.0,0.0,0.0,0.0,
hotel_brand property_2 hotel & spa lisbon,Exact match,Sales_UK_IE,Marca UK,2020,,2020-09-01,0.0,0,0,0.0,0.0,0.0,0.0,
hotel_brand property_2 hotel & spa lisbon,Exact match,Sales_UK_IE,Marca UK,2020,,2020-10-01,0.0,1,0,0.0,0.0,0.0,0.0,100.0
hotel_brand property_2 hotel & spa lisbon,Exact match,Sales_UK_IE,Marca UK,2020,,2020-11-01,0.0,1,0,0.0,0.0,0.0,0.0,100.0
hotel_brand property_2 hotel,Exact match,Sales_USA_CA,Marca USA_CA,2020,,2020-01-01,22.94,85,15,17.65,0.0,1.0,0.0,92.31
hotel_brand property_2 hotel,Exact match,Sales_USA_CA,Marca USA_CA,2020,,2020-02-01,48.64,151,33,21.85,1.0,5.0,0.0,90.96
hotel_brand property_2 hotel,Exact match,Sales_USA_CA,Marca USA_CA,2020,,2020-03-01,8.54,57,5,8.77,0.0,0.0,0.0,73.68
hotel_brand property_2 hotel lisbon,Exact match,Sales_USA_CA,Marca USA_CA,2020,,2020-02-01,0.0,9,0,0.0,0.0,0.0,0.0,100.0
hotel_brand property_2 hotel lisbon,Exact match,Sales_USA_CA,Marca USA_CA,2020,,2020-03-01,21.9,37,6,16.22,0.0,0.0,0.0,97.37
hotel hotel_brand property_2,Exact match,Sales_USA_CA,Marca USA_CA,2020,,2020-01-01,0.0,0,0,0.0,0.0,0.0,0.0,
hotel_brand property_2 lisbon,Exact match,Sales_USA_CA,Marca USA_CA,2020,,2020-01-01,19.71,41,6,14.63,1.0,1.0,0.0,95.35
hotel_brand property_2 lisbon,Exact match,Sales_USA_CA,Marca USA_CA,2020,,2020-02-01,33.74,53,8,15.09,0.0,0.0,0.0,62.35
hotel_brand property_2 lisbon,Exact match,Sales_USA_CA,Marca USA_CA,2020,,2020-03-01,12.91,8,3,37.5,0.0,0.0,0.0,100.0
hotel_brand property_2,Exact match,Sales_USA_CA,Marca USA_CA,2020,,2020-01-01,24.12,18,8,44.44,1.0,1.0,0.0,89.47
hotel_brand property_2,Exact match,Sales_USA_CA,Marca USA_CA,2020,,2020-02-01,3.57,18,3,16.67,0.0,0.0,0.0,90.0
hotel_brand property_2,Exact match,Sales_USA_CA,Marca USA_CA,2020,,2020-03-01,0.0,14,0,0.0,0.0,0.0,0.0,100.0
hotel_brand property_2 Hotel & Spa,Exact match,Sales_USA_CA,Marca USA_CA,2020,,2020-01-01,10.59,13,4,30.77,0.0,0.0,0.0,92.86
hotel_brand property_2 Hotel & Spa,Exact match,Sales_USA_CA,Marca USA_CA,2020,,2020-02-01,22.54,28,7,25.0,0.0,0.0,0.0,96.55
hotel_brand property_2 Hotel & Spa,Exact match,Sales_USA_CA,Marca USA_CA,2020,,2020-03-01,11.25,4,1,25.0,0.0,0.0,0.0,100.0
lisbon short break,Exact match,Brand_CityBreak_Europe,Lisbon Weekend Break,2020,,2020-02-01,39.85,145,15,10.34,0.0,0.0,0.0,27.17
lisbon short break,Exact match,Brand_CityBreak_Europe,Lisbon Weekend Break,2020,,2020-03-01,22.96,76,13,17.11,0.0,0.0,0.0,62.71
lisbon weekend break,Exact match,Brand_CityBreak_Europe,Lisbon Weekend Break,2020,,2020-01-01,35.75,133,15,11.28,0.0,0.0,0.0,56.22
lisbon weekend break,Exact match,Brand_CityBreak_Europe,Lisbon Weekend Break,2020,,2020-02-01,44.73,291,26,8.93,0.0,0.0,0.0,32.92
lisbon weekend break,Exact match,Brand_CityBreak_Europe,Lisbon Weekend Break,2020,,2020-03-01,30.49,112,20,17.86,0.0,0.0,0.0,56.57
weekend breaks to lisbon portugal,Exact match,Brand_CityBreak_Europe,Lisbon Weekend Break,2020,,2020-01-01,8.64,34,5,14.71,0.0,0.0,0.0,50.0
weekend breaks to lisbon portugal,Exact match,Brand_CityBreak_Europe,Lisbon Weekend Break,2020,,2020-02-01,8.6,55,6,10.91,0.0,0.0,0.0,31.21
weekend breaks to lisbon portugal,Exact match,Brand_CityBreak_Europe,Lisbon Weekend Break,2020,,2020-03-01,4.91,20,2,10.0,0.0,0.0,0.0,45.45
lisbon mini break,Exact match,Brand_CityBreak_Europe,Lisbon Weekend Break,2020,,2020-01-01,21.54,121,11,9.09,0.0,0.0,0.0,56.34
lisbon mini break,Exact match,Brand_CityBreak_Europe,Lisbon Weekend Break,2020,,2020-02-01,18.27,118,12,10.17,0.0,0.0,0.0,31.79
lisbon mini break,Exact match,Brand_CityBreak_Europe,Lisbon Weekend Break,2020,,2020-03-01,7.09,23,3,13.04,0.0,0.0,0.0,74.19
lisbon city break deals,Exact match,Brand_CityBreak_Europe,Lisbon Weekend Break,2020,,2020-03-01,0.0,7,0,0.0,0.0,0.0,0.0,70.0
lisbon short break deals,Exact match,Brand_CityBreak_Europe,Lisbon Weekend Break,2020,,2020-02-01,8.05,44,5,11.36,0.0,0.0,0.0,31.21
lisbon short break deals,Exact match,Brand_CityBreak_Europe,Lisbon Weekend Break,2020,,2020-03-01,1.82,10,1,10.0,0.0,0.0,0.0,50.0
mini break lisbon,Exact match,Brand_CityBreak_Europe,Lisbon Weekend Break,2020,,2020-02-01,7.2,16,2,12.5,0.0,0.0,0.0,48.48
mini break lisbon,Exact match,Brand_CityBreak_Europe,Lisbon Weekend Break,2020,,2020-03-01,1.03,11,1,9.09,0.0,0.0,0.0,73.33
hotel_brand property_2 hotel,Exact match,Sales_FR_BE_CH,Marca_Antiga FR,2020,,2020-01-01,75.49,155,47,30.32,2.0,38.0,10.0,87.08
hotel_brand property_2 hotel,Exact match,Sales_FR_BE_CH,Marca_Antiga FR,2020,,2020-02-01,19.04,387,59,15.25,2.0,32.0,0.0,75.88
hotel_brand property_2 hotel,Exact match,Sales_FR_BE_CH,Marca_Antiga FR,2020,,2020-03-01,60.68,143,42,29.37,0.0,22.0,0.0,88.61
hotel hotel_brand property_2,Exact match,Sales_FR_BE_CH,Marca_Antiga FR,2020,,2020-01-01,11.02,31,5,16.13,0.0,5.0,0.0,81.58
hotel hotel_brand property_2,Exact match,Sales_FR_BE_CH,Marca_Antiga FR,2020,,2020-02-01,2.08,86,9,10.47,0.0,2.0,0.0,72.88
hotel hotel_brand property_2,Exact match,Sales_FR_BE_CH,Marca_Antiga FR,2020,,2020-03-01,18.7,32,10,31.25,0.0,5.0,0.0,86.49
hotel_brand property_2,Exact match,Sales_FR_BE_CH,Marca_Antiga FR,2020,,2020-01-01,2.46,25,6,24.0,0.0,0.0,0.0,92.59
hotel_brand property_2,Exact match,Sales_FR_BE_CH,Marca_Antiga FR,2020,,2020-02-01,2.12,50,8,16.0,0.0,2.0,0.0,76.92
hotel_brand property_2,Exact match,Sales_FR_BE_CH,Marca_Antiga FR,2020,,2020-03-01,5.13,16,4,25.0,0.0,0.0,0.0,48.48
hotel_brand property_2 lisbonne,Exact match,Sales_FR_BE_CH,Marca_Antiga FR,2020,,2020-01-01,8.91,18,4,22.22,0.0,0.0,0.0,85.71
hotel_brand property_2 lisbonne,Exact match,Sales_FR_BE_CH,Marca_Antiga FR,2020,,2020-02-01,4.09,83,16,19.28,0.0,2.0,0.0,78.3
hotel_brand property_2 lisbonne,Exact match,Sales_FR_BE_CH,Marca_Antiga FR,2020,,2020-03-01,24.33,57,18,31.58,0.0,0.0,0.0,91.94
hotel_brand property_2 hotel 4,Exact match,Sales_FR_BE_CH,Marca_Antiga FR,2020,,2020-02-01,0.0,6,0,0.0,0.0,0.0,0.0,31.58
hotel_brand property_2 hotel 4,Exact match,Sales_FR_BE_CH,Marca_Antiga FR,2020,,2020-03-01,0.0,5,0,0.0,0.0,0.0,0.0,83.33
hotel charme lisbonne,Exact match,Brand_Awareness_FR,Hotel Charme,2020,,2020-03-01,2.11,19,3,15.79,0.0,0.0,0.0,72.0
hotel charme lisbonne,Exact match,Brand_Awareness_FR,Hotel Charme,2020,,2020-04-01,0.0,2,0,0.0,0.0,0.0,0.0,50.0
hotel charme lisbonne,Exact match,Brand_Awareness_FR,Hotel Charme,2020,,2020-05-01,1.75,8,1,12.5,0.0,0.0,0.0,72.73
hotel charme lisbonne,Exact match,Brand_Awareness_FR,Hotel Charme,2020,,2020-06-01,5.67,30,5,16.67,0.0,0.0,0.0,81.08
hotel charme lisbonne,Exact match,Brand_Awareness_FR,Hotel Charme,2020,,2020-07-01,3.99,19,3,15.79,0.0,0.0,0.0,57.58
hotel charme lisbonne,Exact match,Brand_Awareness_FR,Hotel Charme,2020,,2020-08-01,4.61,32,5,15.63,0.0,0.0,0.0,69.57
hotel charme lisbonne,Exact match,Brand_Awareness_FR,Hotel Charme,2020,,2020-09-01,1.58,24,2,8.33,0.0,0.0,0.0,75.0
hotel charme lisbonne,Exact match,Brand_Awareness_FR,Hotel Charme,2020,,2020-10-01,2.64,19,4,21.05,0.0,0.0,0.0,70.37
hotel charme lisbonne,Exact match,Brand_Awareness_FR,Hotel Charme,2020,,2020-11-01,1.9,3,2,66.67,0.0,0.0,0.0,75.0
hotel de charme lisbonne,Exact match,Brand_Awareness_FR,Hotel Charme,2020,,2020-02-01,8.92,39,11,28.21,0.0,0.0,0.0,26.0
hotel de charme lisbonne,Exact match,Brand_Awareness_FR,Hotel Charme,2020,,2020-03-01,12.19,86,15,17.44,0.0,0.0,0.0,78.18
hotel de charme lisbonne,Exact match,Brand_Awareness_FR,Hotel Charme,2020,,2020-04-01,5.19,25,5,20.0,0.0,0.0,0.0,89.29
hotel de charme lisbonne,Exact match,Brand_Awareness_FR,Hotel Charme,2020,,2020-05-01,1.82,22,5,22.73,0.0,0.0,0.0,75.86
hotel de charme lisbonne,Exact match,Brand_Awareness_FR,Hotel Charme,2020,,2020-06-01,24.04,145,25,17.24,0.0,1.0,0.0,65.75
hotel de charme lisbonne,Exact match,Brand_Awareness_FR,Hotel Charme,2020,,2020-07-01,18.2,57,13,22.81,0.0,0.0,0.0,58.76
hotel de charme lisbonne,Exact match,Brand_Awareness_FR,Hotel Charme,2020,,2020-08-01,9.81,56,12,21.43,0.0,0.0,0.0,71.79
hotel de charme lisbonne,Exact match,Brand_Awareness_FR,Hotel Charme,2020,,2020-09-01,16.35,84,22,26.19,0.0,0.0,0.0,75.68
hotel de charme lisbonne,Exact match,Brand_Awareness_FR,Hotel Charme,2020,,2020-10-01,14.26,99,20,20.2,0.0,0.0,0.0,83.9
hotel de charme lisbonne,Exact match,Brand_Awareness_FR,Hotel Charme,2020,,2020-11-01,1.03,6,1,16.67,0.0,0.0,0.0,85.71
lisbonne hotel de charme,Exact match,Brand_Awareness_FR,Hotel Charme,2020,,2020-03-01,1.51,6,3,50.0,0.0,0.0,0.0,54.55
lisbonne hotel de charme,Exact match,Brand_Awareness_FR,Hotel Charme,2020,,2020-04-01,0.33,1,1,100.0,0.0,0.0,0.0,100.0
lisbonne hotel de charme,Exact match,Brand_Awareness_FR,Hotel Charme,2020,,2020-05-01,2.91,5,2,40.0,0.0,0.0,0.0,41.67
lisbonne hotel de charme,Exact match,Brand_Awareness_FR,Hotel Charme,2020,,2020-06-01,2.46,14,2,14.29,0.0,0.0,0.0,60.87
lisbonne hotel de charme,Exact match,Brand_Awareness_FR,Hotel Charme,2020,,2020-07-01,1.28,10,1,10.0,0.0,0.0,0.0,83.33
lisbonne hotel de charme,Exact match,Brand_Awareness_FR,Hotel Charme,2020,,2020-08-01,7.34,23,7,30.43,0.0,0.0,0.0,74.19
lisbonne hotel de charme,Exact match,Brand_Awareness_FR,Hotel Charme,2020,,2020-09-01,5.29,25,7,28.0,0.0,0.0,0.0,83.33
lisbonne hotel de charme,Exact match,Brand_Awareness_FR,Hotel Charme,2020,,2020-10-01,2.02,15,3,20.0,0.0,0.0,0.0,83.33
lisbonne hotel de charme,Exact match,Brand_Awareness_FR,Hotel Charme,2020,,2020-11-01,0.0,0,0,0.0,0.0,0.0,0.0,
hotel de charme lisbonne centre,Exact match,Brand_Awareness_FR,Hotel Charme,2020,,2020-02-01,1.92,6,2,33.33,0.0,0.0,0.0,27.27
hotel de charme lisbonne centre,Exact match,Brand_Awareness_FR,Hotel Charme,2020,,2020-03-01,0.89,9,1,11.11,0.0,0.0,0.0,100.0
hotel de charme lisbonne centre,Exact match,Brand_Awareness_FR,Hotel Charme,2020,,2020-04-01,0.0,1,0,0.0,0.0,0.0,0.0,100.0
hotel de charme lisbonne centre,Exact match,Brand_Awareness_FR,Hotel Charme,2020,,2020-05-01,0.0,4,0,0.0,0.0,0.0,0.0,100.0
hotel de charme lisbonne centre,Exact match,Brand_Awareness_FR,Hotel Charme,2020,,2020-06-01,2.18,8,3,37.5,0.0,0.0,0.0,88.89
hotel de charme lisbonne centre,Exact match,Brand_Awareness_FR,Hotel Charme,2020,,2020-07-01,0.0,5,0,0.0,0.0,0.0,0.0,100.0
hotel de charme lisbonne centre,Exact match,Brand_Awareness_FR,Hotel Charme,2020,,2020-08-01,0.44,12,1,8.33,0.0,0.0,0.0,70.59
hotel de charme lisbonne centre,Exact match,Brand_Awareness_FR,Hotel Charme,2020,,2020-09-01,2.6,6,3,50.0,0.0,0.0,0.0,60.0
hotel de charme lisbonne centre,Exact match,Brand_Awareness_FR,Hotel Charme,2020,,2020-10-01,0.6,9,1,11.11,0.0,0.0,0.0,100.0
hotel de charme lisbonne centre,Exact match,Brand_Awareness_FR,Hotel Charme,2020,,2020-11-01,0.0,0,0,0.0,0.0,0.0,0.0,
boutique hotel lisbonne,Exact match,Brand_Awareness_FR,Hotel Charme,2020,,2020-02-01,6.39,20,6,30.0,0.0,0.0,0.0,25.97
boutique hotel lisbonne,Exact match,Brand_Awareness_FR,Hotel Charme,2020,,2020-03-01,8.88,75,13,17.33,0.0,1.0,0.0,68.81
boutique hotel lisbonne,Exact match,Brand_Awareness_FR,Hotel Charme,2020,,2020-04-01,10.05,42,7,16.67,0.0,0.0,0.0,100.0
boutique hotel lisbonne,Exact match,Brand_Awareness_FR,Hotel Charme,2020,,2020-05-01,16.16,39,11,28.21,1.0,0.0,0.0,90.7
boutique hotel lisbonne,Exact match,Brand_Awareness_FR,Hotel Charme,2020,,2020-06-01,21.43,119,21,17.65,1.0,10.0,10.0,82.52
boutique hotel lisbonne,Exact match,Brand_Awareness_FR,Hotel Charme,2020,,2020-07-01,17.37,101,12,11.88,0.0,0.0,0.0,84.17
boutique hotel lisbonne,Exact match,Brand_Awareness_FR,Hotel Charme,2020,,2020-08-01,28.14,168,30,17.86,0.0,0.0,0.0,74.34
boutique hotel lisbonne,Exact match,Brand_Awareness_FR,Hotel Charme,2020,,2020-09-01,12.77,150,20,13.33,0.0,0.0,0.0,60.48
boutique hotel lisbonne,Exact match,Brand_Awareness_FR,Hotel Charme,2020,,2020-10-01,10.98,163,17,10.43,0.0,0.0,0.0,66.95
boutique hotel lisbonne,Exact match,Brand_Awareness_FR,Hotel Charme,2020,,2020-11-01,0.78,15,1,6.67,0.0,0.0,0.0,100.0
petit hotel de charme lisbonne,Exact match,Brand_Awareness_FR,Hotel Charme,2020,,2020-02-01,0.0,0,0,0.0,0.0,0.0,0.0,
petit hotel de charme lisbonne,Exact match,Brand_Awareness_FR,Hotel Charme,2020,,2020-03-01,1.49,4,3,75.0,0.0,0.0,0.0,100.0
petit hotel de charme lisbonne,Exact match,Brand_Awareness_FR,Hotel Charme,2020,,2020-04-01,1.68,1,1,100.0,0.0,0.0,0.0,100.0
restaurantes para dia dos namorados,Exact match,Restaurant_PT,Restaurante Dia dos Namorados,2020,,2020-02-01,15.18,309,66,21.36,0.0,0.0,0.0,50.49
Restaurante Dia dos Namorados,Exact match,Restaurant_PT,Restaurante Dia dos Namorados,2020,,2020-02-01,18.35,356,67,18.82,0.0,0.0,0.0,47.14
restaurantes para dia dos namorados lisboa,Exact match,Restaurant_PT,Restaurante Dia dos Namorados,2020,,2020-02-01,0.39,9,2,22.22,0.0,0.0,0.0,50.0
restaurantes menu dia dos namorados,Exact match,Restaurant_PT,Restaurante Dia dos Namorados,2020,,2020-02-01,1.61,26,4,15.38,0.0,0.0,0.0,52.0
hotel dia dos namorados,Exact match,Seasonal_Valentines_PT,Hotel Dia Namorados,2020,,2020-02-01,22.0,187,57,30.48,0.0,1.0,0.0,66.42
dia dos namorados hotel,Exact match,Seasonal_Valentines_PT,Hotel Dia Namorados,2020,,2020-02-01,7.95,55,18,32.73,1.0,0.0,0.0,64.2
dia dos namorados 2020 hotel,Exact match,Seasonal_Valentines_PT,Hotel Dia Namorados,2020,,2020-02-01,6.99,60,17,28.33,0.0,0.0,0.0,70.59
hotel_brand property_2 hotel lissabon,Exact match,Sales_DE_CH_BE_NL,Marca_DE_CH_BE_NL,2020,,2020-02-01,0.0,3,0,0.0,0.0,0.0,0.0,100.0
hotel_brand property_2 hotel lissabon,Exact match,Sales_DE_CH_BE_NL,Marca_DE_CH_BE_NL,2020,,2020-03-01,21.91,24,9,37.5,0.0,0.0,0.0,79.31
hotel_brand property_2 hotel lissabon,Exact match,Sales_DE_CH_BE_NL,Marca_DE_CH_BE_NL,2020,,2020-04-01,1.56,18,9,50.0,0.0,2.0,0.0,100.0
hotel_brand property_2 hotel lissabon,Exact match,Sales_DE_CH_BE_NL,Marca_DE_CH_BE_NL,2020,,2020-05-01,0.0,10,0,0.0,0.0,0.0,0.0,83.33
hotel_brand property_2 hotel lissabon,Exact match,Sales_DE_CH_BE_NL,Marca_DE_CH_BE_NL,2020,,2020-06-01,10.47,20,9,45.0,0.0,0.0,0.0,81.82
hotel_brand property_2 hotel lissabon,Exact match,Sales_DE_CH_BE_NL,Marca_DE_CH_BE_NL,2020,,2020-07-01,23.99,16,7,43.75,0.0,0.0,0.0,84.21
hotel_brand property_2 hotel lissabon,Exact match,Sales_DE_CH_BE_NL,Marca_DE_CH_BE_NL,2020,,2020-08-01,14.11,19,5,26.32,0.0,0.0,0.0,86.36
hotel_brand property_2 hotel lissabon,Exact match,Sales_DE_CH_BE_NL,Marca_DE_CH_BE_NL,2020,,2020-09-01,7.94,10,4,40.0,0.0,0.0,0.0,90.91
